State,"Prices February, 2022 (Rs./Quintal)","Prices January, 2022 (Rs./Quintal)","Prices February, 2021 (Rs./Quintal)",Change (Over Previous Month),Change (Over Previous Year),Commodity,Year,Month,"Prices March, 2022 (Rs./Quintal)","Prices March, 2021 (Rs./Quintal)","Prices April, 2022 (Rs./Quintal)","Prices April, 2021 (Rs./Quintal)","Prices May, 2022 (Rs./Quintal)","Prices May, 2021 (Rs./Quintal)","Prices June, 2022 (Rs./Quintal)","Prices June, 2021 (Rs./Quintal)","Prices July, 2022 (Rs./Quintal)","Prices July, 2021 (Rs./Quintal)","Prices August, 2022 (Rs./Quintal)","Prices August, 2021 (Rs./Quintal)","Prices September, 2022 (Rs./Quintal)","Prices September, 2021 (Rs./Quintal)","Prices October, 2022 (Rs./Quintal)","Prices October, 2021 (Rs./Quintal)","Prices November, 2022 (Rs./Quintal)","Prices November, 2021 (Rs./Quintal)","Prices December, 2022 (Rs./Quintal)","Prices December, 2021 (Rs./Quintal)","Prices January, 2023 (Rs./Quintal)","Prices February, 2023 (Rs./Quintal)","Prices March, 2023 (Rs./Quintal)","Prices April, 2023 (Rs./Quintal)","Prices May, 2023 (Rs./Quintal)","Prices June, 2023 (Rs./Quintal)","Prices July, 2023 (Rs./Quintal)","Prices August, 2023 (Rs./Quintal)","Prices September, 2023 (Rs./Quintal)","Prices October, 2023 (Rs./Quintal)","Prices November, 2023 (Rs./Quintal)","Prices December, 2023 (Rs./Quintal)","Prices January, 2024 (Rs./Quintal)","Prices February, 2024 (Rs./Quintal)","Prices March, 2024 (Rs./Quintal)","Prices May, 2024 (Rs./Quintal)","Prices April, 2024 (Rs./Quintal)","Prices June, 2024 (Rs./Quintal)","Prices August, 2024 (Rs./Quintal)","Prices July, 2024 (Rs./Quintal)","Prices September, 2024 (Rs./Quintal)","Prices October, 2024 (Rs./Quintal)","Prices November, 2024 (Rs./Quintal)","Prices December, 2024 (Rs./Quintal)","Prices January, 2021 (Rs./Quintal)"
Manipur,,,,-9.0,,Maize,2022,4,3077.78,,2800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odisha,,,,6.0,28.1,Maize,2022,4,1583.95,,1679.32,1311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punjab,,,,,,Maize,2022,4,,,2027.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajasthan,,,,0.5,32.5,Maize,2022,4,2174.99,,2186.22,1650.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,,,,4.1,37.6,Maize,2022,4,2041.18,,2125.41,1544.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telangana,,,,6.2,22.6,Maize,2022,4,1884.54,,2001.4,1633.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,,,,4.5,30.9,Maize,2022,4,1821.12,,1903.04,1453.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttarakhand,,,,10.8,,Maize,2022,4,2000.0,,2216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,,,,-9.9,39.1,Maize,2022,5,,,2071.27,,1865.36,1340.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,,,,4.3,,Maize,2022,5,,,2025.0,,2112.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,,,,8.5,31.3,Maize,2022,5,,,1655.48,,1795.9,1367.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat,,,,-1.8,9.3,Maize,2022,5,,,2274.99,,2234.87,2044.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haryana,,,,,60.3,Maize,2022,5,,,,,2212.3,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jharkhand,,,,,,Maize,2022,5,,,,,,1707.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,,,,-2.1,43.5,Maize,2022,5,,,2221.84,,2175.78,1516.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,,,,-1.1,40.5,Maize,2022,5,,,2076.62,,2053.14,1460.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,,,,-2.2,43.8,Maize,2022,5,,,2163.24,,2115.03,1470.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manipur,,,,,,Maize,2022,5,,,2800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT of Delhi,,,,,,Maize,2022,5,,,,,2331.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odisha,,,,13.0,44.0,Maize,2022,5,,,1679.32,,1897.39,1318.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punjab,,,,,,Maize,2022,5,,,2027.45,,,1774.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajasthan,,,,0.2,36.6,Maize,2022,5,,,2186.22,,2191.43,1603.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,,,,-1.9,23.2,Maize,2022,5,,,2125.41,,2085.33,1693.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telangana,,,,2.1,,Maize,2022,5,,,2001.4,,2043.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,,,,3.6,27.6,Maize,2022,5,,,1903.04,,1971.05,1545.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttarakhand,,,,-14.3,,Maize,2022,5,,,2216.0,,1900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,,,,2.1,34.4,Maize,2022,6,,,,,1865.36,,1904.91,1417.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,,,,1.9,,Maize,2022,6,,,,,2112.3,,2153.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,,,,7.1,39.1,Maize,2022,6,,,,,1795.9,,1923.68,1383.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat,,,,1.6,30.2,Maize,2022,6,,,,,2234.87,,2270.78,1743.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haryana,,,,-16.1,29.4,Maize,2022,6,,,,,2212.3,,1856.13,1434.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jharkhand,,,,,,Maize,2022,6,,,,,,,,1700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,,,,0.2,31.5,Maize,2022,6,,,,,2175.78,,2180.3,1657.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,,,,-1.0,34.5,Maize,2022,6,,,,,2053.14,,2031.7,1510.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,,,,1.6,31.7,Maize,2022,6,,,,,2115.03,,2148.01,1631.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT of Delhi,,,,-8.9,,Maize,2022,6,,,,,2331.72,,2123.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagaland,,,,,182.1,Maize,2022,6,,,,,,,5641.94,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odisha,,,,-7.7,30.6,Maize,2022,6,,,,,1897.39,,1752.31,1341.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punjab,,,,,19.1,Maize,2022,6,,,,,,,1599.09,1342.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajasthan,,,,-6.6,24.7,Maize,2022,6,,,,,2191.43,,2047.72,1642.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,,,,7.7,25.2,Maize,2022,6,,,,,2085.33,,2244.94,1792.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telangana,,,,-0.3,19.8,Maize,2022,6,,,,,2043.25,,2036.52,1700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,,,,1.3,30.4,Maize,2022,6,,,,,1971.05,,1995.9,1530.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttarakhand,,,,5.7,,Maize,2022,6,,,,,1900.0,,2007.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,,,,0.3,25.3,Maize,2022,7,,,,,,,1904.91,,1910.19,1524.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,,,,-0.6,,Maize,2022,7,,,,,,,2153.47,,2140.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,,,,-12.7,17.9,Maize,2022,7,,,,,,,1923.68,,1679.9,1425.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat,,,,1.1,20.6,Maize,2022,7,,,,,,,2270.78,,2295.83,1903.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haryana,,,,6.3,29.4,Maize,2022,7,,,,,,,1856.13,,1972.31,1524.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jharkhand,,,,,,Maize,2022,7,,,,,,,,,,1700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,,,,2.8,21.3,Maize,2022,7,,,,,,,2180.3,,2240.62,1847.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,,,,0.7,24.2,Maize,2022,7,,,,,,,2031.7,,2045.75,1647.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,,,,12.1,31.7,Maize,2022,7,,,,,,,2148.01,,2407.72,1827.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT of Delhi,,,,5.5,,Maize,2022,7,,,,,,,2123.82,,2241.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagaland,,,,-39.7,36.0,Maize,2022,7,,,,,,,5641.94,,3400.0,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odisha,,,,-5.8,16.5,Maize,2022,7,,,,,,,1752.31,,1651.01,1417.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pondicherry,,,,,,Maize,2022,7,,,,,,,,,2029.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punjab,,,,10.1,17.4,Maize,2022,7,,,,,,,1599.09,,1761.23,1499.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajasthan,,,,1.0,24.9,Maize,2022,7,,,,,,,2047.72,,2067.34,1655.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,,,,7.1,27.6,Maize,2022,7,,,,,,,2244.94,,2404.68,1883.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telangana,,,,-3.0,18.5,Maize,2022,7,,,,,,,2036.52,,1975.91,1667.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,,,,-0.8,26.1,Maize,2022,7,,,,,,,1995.9,,1979.79,1569.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttarakhand,,,,,,Maize,2022,7,,,,,,,2007.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,,,,-3.3,33.1,Maize,2022,8,,,,,,,,,1910.19,,1846.32,1386.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,,,,,,Maize,2022,8,,,,,,,,,2140.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,,,,5.8,20.0,Maize,2022,8,,,,,,,,,1679.9,,1777.87,1481.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat,,,,4.3,23.6,Maize,2022,8,,,,,,,,,2295.83,,2393.66,1936.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haryana,,,,13.6,35.8,Maize,2022,8,,,,,,,,,1972.31,,2240.28,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,,,,1.8,20.8,Maize,2022,8,,,,,,,,,2240.62,,2280.99,1888.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,,,,2.9,29.1,Maize,2022,8,,,,,,,,,2045.75,,2104.96,1630.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,,,,1.1,24.2,Maize,2022,8,,,,,,,,,2407.72,,2433.36,1958.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT of Delhi,,,,-4.0,,Maize,2022,8,,,,,,,,,2241.27,,2150.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagaland,,,,56.5,71.7,Maize,2022,8,,,,,,,,,3400.0,,5321.13,3100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odisha,,,,-1.5,10.4,Maize,2022,8,,,,,,,,,1651.01,,1626.72,1473.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pondicherry,,,,,,Maize,2022,8,,,,,,,,,2029.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punjab,,,,4.1,13.2,Maize,2022,8,,,,,,,,,1761.23,,1833.82,1619.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajasthan,,,,3.1,18.2,Maize,2022,8,,,,,,,,,2067.34,,2132.46,1804.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,,,,1.6,66.2,Maize,2022,8,,,,,,,,,2404.68,,2442.22,1469.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telangana,,,,-1.5,6.6,Maize,2022,8,,,,,,,,,1975.91,,1946.03,1825.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,,,,6.4,26.9,Maize,2022,8,,,,,,,,,1979.79,,2106.7,1660.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,,,,-6.7,51.2,Maize,2022,9,,,,,,,,,,,1846.32,,1723.59,1140.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,,,,,,Maize,2022,9,,,,,,,,,,,,,1798.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,,,,18.5,34.7,Maize,2022,9,,,,,,,,,,,1777.87,,2106.57,1563.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat,,,,-0.0,24.3,Maize,2022,9,,,,,,,,,,,2393.66,,2392.99,1924.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haryana,,,,3.2,40.1,Maize,2022,9,,,,,,,,,,,2240.28,,2311.32,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,,,,-10.0,12.8,Maize,2022,9,,,,,,,,,,,2280.99,,2053.77,1819.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,,,,-12.8,24.5,Maize,2022,9,,,,,,,,,,,2104.96,,1835.93,1475.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,,,,-11.3,32.3,Maize,2022,9,,,,,,,,,,,2433.36,,2157.98,1630.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manipur,,,,,,Maize,2022,9,,,,,,,,,,,,,2800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT of Delhi,,,,9.4,,Maize,2022,9,,,,,,,,,,,2150.39,,2352.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagaland,,,,-44.9,-6.9,Maize,2022,9,,,,,,,,,,,5321.13,,2933.33,3150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odisha,,,,6.8,10.4,Maize,2022,9,,,,,,,,,,,1626.72,,1736.48,1573.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punjab,,,,20.1,30.0,Maize,2022,9,,,,,,,,,,,1833.82,,2202.85,1694.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajasthan,,,,-10.5,6.6,Maize,2022,9,,,,,,,,,,,2132.46,,1909.41,1791.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,,,,-11.5,14.8,Maize,2022,9,,,,,,,,,,,2442.22,,2161.03,1882.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telangana,,,,-3.5,13.9,Maize,2022,9,,,,,,,,,,,1946.03,,1878.41,1648.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,,,,3.9,30.8,Maize,2022,9,,,,,,,,,,,2106.7,,2189.27,1673.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttarakhand,,,,,,Maize,2022,9,,,,,,,,,,,,,2170.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,,,,4.9,29.1,Maize,2022,10,,,,,,,,,,,,,1723.59,,1808.06,1400.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,,,,13.0,,Maize,2022,10,,,,,,,,,,,,,1798.49,,2033.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,,,,-10.3,23.7,Maize,2022,10,,,,,,,,,,,,,2106.57,,1888.81,1526.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat,,,,-4.0,37.0,Maize,2022,10,,,,,,,,,,,,,2392.99,,2297.1,1676.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haryana,,,,-0.5,22.9,Maize,2022,10,,,,,,,,,,,,,2311.32,,2299.69,1870.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,,,,0.3,24.5,Maize,2022,10,,,,,,,,,,,,,2053.77,,2060.08,1654.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,,,,-7.6,22.6,Maize,2022,10,,,,,,,,,,,,,1835.93,,1696.97,1383.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,,,,-12.7,24.6,Maize,2022,10,,,,,,,,,,,,,2157.98,,1883.27,1511.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manipur,,,,1.8,,Maize,2022,10,,,,,,,,,,,,,2800.0,,2851.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT of Delhi,,,,7.1,,Maize,2022,10,,,,,,,,,,,,,2352.72,,2519.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagaland,,,,38.4,12.8,Maize,2022,10,,,,,,,,,,,,,2933.33,,4060.0,3600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odisha,,,,-9.1,3.1,Maize,2022,10,,,,,,,,,,,,,1736.48,,1578.38,1530.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punjab,,,,-6.5,9.0,Maize,2022,10,,,,,,,,,,,,,2202.85,,2060.0,1889.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajasthan,,,,-10.0,11.4,Maize,2022,10,,,,,,,,,,,,,1909.41,,1719.12,1543.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,,,,-0.8,24.1,Maize,2022,10,,,,,,,,,,,,,2161.03,,2143.63,1727.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telangana,,,,7.8,19.6,Maize,2022,10,,,,,,,,,,,,,1878.41,,2025.72,1693.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,,,,-2.3,28.0,Maize,2022,10,,,,,,,,,,,,,2189.27,,2138.14,1670.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttarakhand,,,,-3.2,,Maize,2022,10,,,,,,,,,,,,,2170.18,,2100.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,,,,5.3,29.4,Maize,2022,11,,,,,,,,,,,,,,,1808.06,,1903.55,1471.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,,,,3.0,,Maize,2022,11,,,,,,,,,,,,,,,2033.01,,2093.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,,,,4.3,27.8,Maize,2022,11,,,,,,,,,,,,,,,1888.81,,1969.41,1541.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat,,,,-2.7,33.8,Maize,2022,11,,,,,,,,,,,,,,,2297.1,,2234.24,1669.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haryana,,,,-4.0,14.9,Maize,2022,11,,,,,,,,,,,,,,,2299.69,,2208.52,1921.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,,,,0.5,26.1,Maize,2022,11,,,,,,,,,,,,,,,2060.08,,2069.88,1641.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,,,,12.9,28.8,Maize,2022,11,,,,,,,,,,,,,,,1696.97,,1916.55,1487.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,,,,2.5,26.4,Maize,2022,11,,,,,,,,,,,,,,,1883.27,,1931.19,1527.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manipur,,,,19.2,,Maize,2022,11,,,,,,,,,,,,,,,2851.43,,3400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT of Delhi,,,,,,Maize,2022,11,,,,,,,,,,,,,,,2519.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagaland,,,,,,Maize,2022,11,,,,,,,,,,,,,,,4060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odisha,,,,1.2,2.3,Maize,2022,11,,,,,,,,,,,,,,,1578.38,,1597.96,1561.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punjab,,,,,,Maize,2022,11,,,,,,,,,,,,,,,2060.0,,,1842.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajasthan,,,,6.4,12.9,Maize,2022,11,,,,,,,,,,,,,,,1719.12,,1829.4,1620.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,,,,-4.0,26.7,Maize,2022,11,,,,,,,,,,,,,,,2143.63,,2057.23,1623.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telangana,,,,4.5,23.2,Maize,2022,11,,,,,,,,,,,,,,,2025.72,,2116.97,1718.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,,,,-2.8,22.9,Maize,2022,11,,,,,,,,,,,,,,,2138.14,,2078.65,1690.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttarakhand,,,,-1.2,,Maize,2022,11,,,,,,,,,,,,,,,2100.88,,2076.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,,,,9.3,36.2,Maize,2022,12,,,,,,,,,,,,,,,,,1903.55,,2080.39,1527.72,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,,,,-0.4,,Maize,2022,12,,,,,,,,,,,,,,,,,2093.89,,2086.03,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,,,,4.0,34.7,Maize,2022,12,,,,,,,,,,,,,,,,,1969.41,,2047.71,1520.36,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat,,,,5.7,33.5,Maize,2022,12,,,,,,,,,,,,,,,,,2234.24,,2361.49,1768.49,,,,,,,,,,,,,,,,,,,,,,,,,
Haryana,,,,2.1,,Maize,2022,12,,,,,,,,,,,,,,,,,2208.52,,2254.33,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,,,,5.9,35.8,Maize,2022,12,,,,,,,,,,,,,,,,,2069.88,,2191.55,1614.04,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,,,,6.4,32.8,Maize,2022,12,,,,,,,,,,,,,,,,,1916.55,,2040.05,1536.63,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,,,,6.0,29.4,Maize,2022,12,,,,,,,,,,,,,,,,,1931.19,,2047.16,1582.08,,,,,,,,,,,,,,,,,,,,,,,,,
Manipur,,,,0.0,,Maize,2022,12,,,,,,,,,,,,,,,,,3400.0,,3400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT of Delhi,,,,,,Maize,2022,12,,,,,,,,,,,,,,,,,,,2476.18,,,,,,,,,,,,,,,,,,,,,,,,,,
Odisha,,,,8.4,7.0,Maize,2022,12,,,,,,,,,,,,,,,,,1597.96,,1731.89,1618.38,,,,,,,,,,,,,,,,,,,,,,,,,
Punjab,,,,,,Maize,2022,12,,,,,,,,,,,,,,,,,,,,1926.5,,,,,,,,,,,,,,,,,,,,,,,,,
Rajasthan,,,,16.8,30.1,Maize,2022,12,,,,,,,,,,,,,,,,,1829.4,,2137.46,1643.34,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,,,,1.8,34.1,Maize,2022,12,,,,,,,,,,,,,,,,,2057.23,,2094.74,1561.87,,,,,,,,,,,,,,,,,,,,,,,,,
Telangana,,,,1.7,18.6,Maize,2022,12,,,,,,,,,,,,,,,,,2116.97,,2152.19,1814.09,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,,,,1.6,23.0,Maize,2022,12,,,,,,,,,,,,,,,,,2078.65,,2112.66,1717.89,,,,,,,,,,,,,,,,,,,,,,,,,
Uttarakhand,,,,,,Maize,2022,12,,,,,,,,,,,,,,,,,2076.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,,1676.0,,-2.2,21.3,Maize,2023,1,,,,,,,,,,,,,,,,,,,2080.39,,2033.6,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,,1971.64,,12.4,18.9,Maize,2023,1,,,,,,,,,,,,,,,,,,,2086.03,,2344.71,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,,1650.94,,-2.0,21.5,Maize,2023,1,,,,,,,,,,,,,,,,,,,2047.71,,2006.01,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat,,1846.94,,0.2,28.1,Maize,2023,1,,,,,,,,,,,,,,,,,,,2361.49,,2365.95,,,,,,,,,,,,,,,,,,,,,,,,
Haryana,,,,-0.2,,Maize,2023,1,,,,,,,,,,,,,,,,,,,2254.33,,2250.12,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,,1745.37,,-1.3,23.9,Maize,2023,1,,,,,,,,,,,,,,,,,,,2191.55,,2162.78,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,,1710.37,,2.2,21.9,Maize,2023,1,,,,,,,,,,,,,,,,,,,2040.05,,2085.77,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,,1736.19,,2.4,20.8,Maize,2023,1,,,,,,,,,,,,,,,,,,,2047.16,,2096.96,,,,,,,,,,,,,,,,,,,,,,,,
